File_path,Label,Numeric_Label
/kaggle/input/images-intro2ml/dogs/dogs/1.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/2.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/3.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/4.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/5.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/6.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/7.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/8.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/9.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/10.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/11.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/12.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/13.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/14.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/15.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/16.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/17.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/18.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/19.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/20.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/21.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/22.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/23.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/24.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/25.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/26.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/27.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/28.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/29.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/30.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/31.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/32.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/33.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/34.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/35.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/36.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/37.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/38.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/39.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/40.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/41.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/42.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/43.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/44.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/45.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/46.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/47.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/48.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/49.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/50.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/51.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/52.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/53.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/54.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/55.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/56.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/57.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/58.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/59.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/60.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/61.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/62.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/63.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/64.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/65.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/66.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/67.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/68.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/69.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/70.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/71.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/72.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/73.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/74.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/75.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/76.jpg,dogs,0
/kaggle/input/images-intro2ml/dogs/dogs/77.jpg,dogs,0
